taxonomy_old	taxonomy_new	taxonomy_id_new
k__Bacteria|p__Proteobacteria|c__CFGB76190|o__OFGB76190|f__FGB76190|g__GGB23661|s__GGB23661_SGB35361|t__SGB35361	k__Bacteria|p__Proteobacteria|c__CFGB73982|o__OFGB73982|f__FGB73982|g__GGB23661|s__GGB23661_SGB35361|t__SGB35361	2|1224||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB70396|s__GGB70396_SGB94818|t__SGB94818	k__Bacteria|p__Firmicutes|c__CFGB73904|o__OFGB73904|f__FGB73904|g__GGB70395|s__GGB70395_SGB94818|t__SGB94818	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB64711|t__SGB64711	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB46817|s__GGB46817_SGB64711|t__SGB64711	2|976|117743|200644|49546|||
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28854|s__GGB28854_SGB41523|t__SGB41523	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28854|s__GGB28854_SGB41523|t__SGB41523	2|1239|186801|186802|31979|||
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB78212|s__GGB78212_SGB107748|t__SGB107748	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB78640|s__GGB78640_SGB107748|t__SGB107748	2|201174|1497346|588673|320583|||
k__Bacteria|p__Tenericutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4717|s__GGB4717_SGB6533|t__SGB6533	k__Bacteria|p__Firmicutes|c__CFGB1779|o__OFGB1779|f__FGB1779|g__GGB4717|s__GGB4717_SGB6533|t__SGB6533	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB28879|s__GGB28879_SGB41559|t__SGB41559	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28879|s__GGB28879_SGB41559|t__SGB41559	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB46702|s__GGB46702_SGB64576|t__SGB64576	k__Bacteria|p__Bacteroidetes|c__CFGB32587|o__OFGB32587|f__FGB32587|g__GGB46702|s__GGB46702_SGB64576|t__SGB64576	2|976||||||
k__Bacteria|p__Candidatus_Aminicenantes|c__CFGB8775|o__OFGB8775|f__FGB8775|g__GGB63485|s__GGB63485_SGB85795|t__SGB85795	k__Bacteria|p__Acidobacteria|c__CFGB8775|o__OFGB8775|f__FGB8775|g__GGB63485|s__GGB63485_SGB85795|t__SGB85795	2|57723||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB25356|s__GGB25356_SGB37301|t__SGB37301	k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB25356|s__GGB25356_SGB37301|t__SGB37301	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__GGB30543|s__GGB30543_SGB43632|t__SGB43632	k__Bacteria|p__Firmicutes|c__CFGB10026|o__OFGB10026|f__FGB10026|g__GGB30543|s__GGB30543_SGB43632|t__SGB43632	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Spirosomaceae|g__GGB77156|s__GGB77156_SGB104539|t__SGB104539	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Spirosomaceae|g__GGB79350|s__GGB79350_SGB104539|t__SGB104539	2|976|768503|768507|2896860|||
k__Bacteria|p__Chlamydiae|c__CFGB76031|o__OFGB76031|f__FGB76031|g__GGB55023|s__GGB55023_SGB76255|t__SGB76255	k__Bacteria|p__Chlamydiae|c__CFGB73957|o__OFGB73957|f__FGB73957|g__GGB55023|s__GGB55023_SGB76255|t__SGB76255	2|204428||||||
k__Bacteria|p__Firmicutes|c__CFGB13380|o__OFGB13380|f__FGB13380|g__GGB4650|s__GGB4650_SGB6437|t__SGB6437	k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4650|s__GGB4650_SGB6437|t__SGB6437	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB2856|o__OFGB2856|f__FGB2856|g__GGB71073|s__GGB71073_SGB96695|t__SGB96695	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB71073|s__GGB71073_SGB96695|t__SGB96695	2|1239|526524|526525|128827|||
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Longicatena|s__Longicatena_SGB42494|t__SGB42494	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29685|s__GGB29685_SGB42494|t__SGB42494	2|1239|186801|186802|186806|||
k__Bacteria|p__Firmicutes|c__CFGB6261|o__OFGB6261|f__FGB6261|g__GGB74510|s__GGB74510_SGB47635|t__SGB47635	k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939|g__GGB74511|s__GGB74511_SGB47635|t__SGB47635	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae|g__GGB77324|s__GGB77324_SGB106761|t__SGB106761	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae|g__GGB78169|s__GGB78169_SGB106761|t__SGB106761	2|201174|84992|84993|84994|||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB80095|s__GGB80095_SGB2145|t__SGB2145	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB76385|s__GGB76385_SGB2145|t__SGB2145	2|976|200643|171549|2005473|||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__GGB1562|s__GGB1562_SGB2149|t__SGB2149	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1562|s__GGB1562_SGB2149|t__SGB2149	2|976|200643|171549||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB46818|s__GGB46818_SGB64714|t__SGB64714	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB46818|s__GGB46818_SGB64714|t__SGB64714	2|976|117743|200644|49546|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79902|s__GGB79902_SGB47860|t__SGB47860	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB47860|t__SGB47860	2|1239|186801|186802|31979|1485||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9400|s__GGB9400_SGB14745|t__SGB14745	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14745|t__SGB14745	2|201174|84998|84999|84107|102106||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__GGB13851|s__GGB13851_SGB21240|t__SGB21240	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB13851|s__GGB13851_SGB21240|t__SGB21240	2|203691|203692|136|2845253|||
k__Bacteria|p__Tenericutes|c__CFGB1781|o__OFGB1781|f__FGB1781|g__GGB4733|s__GGB4733_SGB6555|t__SGB6555	k__Bacteria|p__Firmicutes|c__CFGB1781|o__OFGB1781|f__FGB1781|g__GGB4733|s__GGB4733_SGB6555|t__SGB6555	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_SGB41406|t__SGB41406	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28759|s__GGB28759_SGB41406|t__SGB41406	2|1239|186801|186802|186803|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB3176|s__GGB3176_SGB4193|t__SGB4193	k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3176|s__GGB3176_SGB4193|t__SGB4193	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB9176|s__GGB9176_SGB14114|t__SGB14114	k__Bacteria|p__Firmicutes|c__CFGB2875|o__OFGB2875|f__FGB2875|g__GGB9176|s__GGB9176_SGB14114|t__SGB14114	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79592|s__GGB79592_SGB45219|t__SGB45219	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31841|s__GGB31841_SGB45219|t__SGB45219	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__GGB4691|s__GGB4691_SGB6489|t__SGB6489	k__Bacteria|p__Firmicutes|c__CFGB73902|o__OFGB73902|f__FGB73902|g__GGB4691|s__GGB4691_SGB6489|t__SGB6489	2|1239||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB15012|t__SGB15012	k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9590|s__GGB9590_SGB15012|t__SGB15012	2|1239||||||
k__Bacteria|p__Fusobacteria|c__CFGB76370|o__OFGB76370|f__FGB76370|g__GGB4381|s__GGB4381_SGB47248|t__SGB47248	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__GGB4381|s__GGB4381_SGB47248|t__SGB47248	2|32066|203490|203491|203492|||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB28990|s__GGB28990_SGB41704|t__SGB41704	k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28990|s__GGB28990_SGB41704|t__SGB41704	2|1239||||||
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB5975|s__GGB5975_SGB8592|t__SGB8592	k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB10197|o__OFGB10197|f__FGB10197|g__GGB5975|s__GGB5975_SGB8592|t__SGB8592	2|1798710||||||
k__Bacteria|p__Bacteroidetes|c__CFGB10915|o__OFGB10915|f__FGB10915|g__GGB80102|s__GGB80102_SGB1896|t__SGB1896	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_SGB1896|t__SGB1896	2|976|200643|171549|815|909656||
k__Bacteria|p__Firmicutes|c__CFGB355|o__OFGB355|f__FGB355|g__GGB794|s__GGB794_SGB1037|t__SGB1037	k__Bacteria|p__Planctomycetes|c__CFGB355|o__OFGB355|f__FGB355|g__GGB794|s__GGB794_SGB1037|t__SGB1037	2|203682||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76224|o__OFGB76224|f__FGB76224|g__GGB28078|s__GGB28078_SGB40563|t__SGB40563	k__Bacteria|p__Bacteroidetes|c__CFGB74948|o__OFGB74948|f__FGB74948|g__GGB28078|s__GGB28078_SGB40563|t__SGB40563	2|976||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__GGB26572|s__GGB26572_SGB38749|t__SGB38749	k__Bacteria|p__Proteobacteria|c__CFGB6436|o__OFGB6436|f__FGB6436|g__GGB26572|s__GGB26572_SGB38749|t__SGB38749	2|1224||||||
k__Bacteria|p__Firmicutes|c__CFGB76080|o__OFGB76080|f__FGB76080|g__GGB31850|s__GGB31850_SGB45229|t__SGB45229	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB31850|s__GGB31850_SGB45229|t__SGB45229	2|1239|186801|186802|31979|||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_SGB43551|t__SGB43551	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30467|s__GGB30467_SGB43551|t__SGB43551	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28949|s__GGB28949_SGB41655|t__SGB41655	k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949|s__GGB28949_SGB41655|t__SGB41655	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9400|s__GGB9400_SGB14747|t__SGB14747	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB14747|t__SGB14747	2|201174|84998|84999|84107|102106||
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB9474|s__GGB9474_SGB14868|t__SGB14868	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9474|s__GGB9474_SGB14868|t__SGB14868	2|1239|186801|||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB79930|s__GGB79930_SGB6334|t__SGB6334	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4583|s__GGB4583_SGB6334|t__SGB6334	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6372|t__SGB6372	k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB4604|s__GGB4604_SGB6372|t__SGB6372	2|1239||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4455|s__GGB4455_SGB5796|t__SGB5796	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Negativicoccus|s__Negativicoccus_SGB5796|t__SGB5796	2|1239|909932|1843489|31977|909928||
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB48168|s__GGB48168_SGB66171|t__SGB66171	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB48168|s__GGB48168_SGB66171|t__SGB66171	2|1239|186801|186802||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3631|s__GGB3631_SGB4919|t__SGB4919	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_SGB4919|t__SGB4919	2|1239|186801|186802|186803|841||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB24887|s__GGB24887_SGB36797|t__SGB36797	k__Bacteria|p__Actinobacteria|c__CFGB24887|o__OFGB24887|f__FGB24887|g__GGB24887|s__GGB24887_SGB36797|t__SGB36797	2|201174||||||
k__Bacteria|p__Proteobacteria|c__CFGB4297|o__OFGB4297|f__FGB4297|g__GGB15305|s__GGB15305_SGB23341|t__SGB23341	k__Bacteria|p__Verrucomicrobia|c__CFGB4297|o__OFGB4297|f__FGB4297|g__GGB15305|s__GGB15305_SGB23341|t__SGB23341	2|74201||||||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB53989|s__GGB53989_SGB75166|t__SGB75166	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB32152|o__OFGB32152|f__FGB32152|g__GGB53989|s__GGB53989_SGB75166|t__SGB75166	2157|2283796||||||
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingorhabdus|s__Sphingorhabdus_SGB63210|t__SGB63210	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45532|s__GGB45532_SGB63210|t__SGB63210	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__CFGB76310|o__OFGB76310|f__FGB76310|g__GGB3171|s__GGB3171_SGB4185|t__SGB4185	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3171|s__GGB3171_SGB4185|t__SGB4185	2|1239|186801|186802|216572|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB25357|s__GGB25357_SGB37299|t__SGB37299	k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB25357|s__GGB25357_SGB37299|t__SGB37299	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB76351|o__OFGB76351|f__FGB76351|g__GGB42321|s__GGB42321_SGB59488|t__SGB59488	k__Bacteria|p__Firmicutes|c__CFGB9516|o__OFGB9516|f__FGB9516|g__GGB42321|s__GGB42321_SGB59488|t__SGB59488	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76719|o__OFGB76719|f__FGB76719|g__GGB27697|s__GGB27697_SGB40070|t__SGB40070	k__Bacteria|p__Bacteroidetes|c__CFGB50354|o__OFGB50354|f__FGB50354|g__GGB27697|s__GGB27697_SGB40070|t__SGB40070	2|976||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB73496|s__GGB73496_SGB47079|t__SGB47079	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB73496|s__GGB73496_SGB47079|t__SGB47079	2|1239|909932|1843489|31977|||
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB47068|o__OFGB47068|f__FGB47068|g__GGB5983|s__GGB5983_SGB70776|t__SGB70776	k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB5983|s__GGB5983_SGB70776|t__SGB70776	2|1798710||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB14426|s__GGB14426_SGB64708|t__SGB64708	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB14426|s__GGB14426_SGB64708|t__SGB64708	2|976|117743|200644|49546|||
k__Bacteria|p__Proteobacteria|c__CFGB76526|o__OFGB76526|f__FGB76526|g__GGB45095|s__GGB45095_SGB56185|t__SGB56185	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__GGB45095|s__GGB45095_SGB56185|t__SGB56185	2|1224|28221|29|49|||
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__GGB6123|s__GGB6123_SGB8767|t__SGB8767	k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae|g__GGB6123|s__GGB6123_SGB8767|t__SGB8767	2|74201|414999|415001|415002|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__GGB41213|s__GGB41213_SGB14111|t__SGB14111	k__Bacteria|p__Firmicutes|c__CFGB2870|o__OFGB2870|f__FGB2870|g__GGB9173|s__GGB9173_SGB14111|t__SGB14111	2|1239||||||
k__Bacteria|p__Bacteroidetes|c__CFGB33013|o__OFGB33013|f__FGB33013|g__GGB57782|s__GGB57782_SGB79397|t__SGB79397	k__Bacteria|p__Balneolaeota|c__CFGB33013|o__OFGB33013|f__FGB33013|g__GGB57782|s__GGB57782_SGB79397|t__SGB79397	2|1936987||||||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB40344|s__GGB40344_SGB47664|t__SGB47664	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB40344|s__GGB40344_SGB47664|t__SGB47664	2|1239|186801|186802|186803|||
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified|g__GGB36590|s__GGB36590_SGB1964|t__SGB1964	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__GGB1425|s__GGB1425_SGB1964|t__SGB1964	2|976|200643|171549|2005519|||
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB27480|s__GGB27480_SGB39776|t__SGB39776	k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27480|s__GGB27480_SGB39776|t__SGB39776	2|95818||||||
k__Bacteria|p__Bacteroidetes|c__CFGB76288|o__OFGB76288|f__FGB76288|g__GGB27959|s__GGB27959_SGB40412|t__SGB40412	k__Bacteria|p__Bacteroidetes|c__CFGB4385|o__OFGB4385|f__FGB4385|g__GGB27959|s__GGB27959_SGB40412|t__SGB40412	2|976||||||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB28421|s__GGB28421_SGB41004|t__SGB41004	k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28421|s__GGB28421_SGB41004|t__SGB41004	2|1239||||||
k__Bacteria|p__Firmicutes|c__CFGB540|o__OFGB540|f__FGB540|g__GGB79998|s__GGB79998_SGB48024|t__SGB48024	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB48024|t__SGB48024	2|1239|186801|186802|31979|1485||
k__Archaea|p__Euryarchaeota|c__CFGB76116|o__OFGB76116|f__FGB76116|g__GGB41686|s__GGB41686_SGB58770|t__SGB58770	k__Archaea|p__Euryarchaeota|c__CFGB75080|o__OFGB75080|f__FGB75080|g__GGB41686|s__GGB41686_SGB58770|t__SGB58770	2157|28890||||||
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3281|s__GGB3281_SGB4335|t__SGB4335	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3281|s__GGB3281_SGB4335|t__SGB4335	2|1239|186801|186802|186806|||
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_SGB60609|t__SGB60609	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Roseobacteraceae|g__GGB43307|s__GGB43307_SGB60609|t__SGB60609	2|1224|28211|204455|2854170|||
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__GGB333|s__GGB333_SGB39623|t__SGB39623	k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB129|o__OFGB129|f__FGB129|g__GGB333|s__GGB333_SGB39623|t__SGB39623	2157|2283796||||||
k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB48169|s__GGB48169_SGB66172|t__SGB66172	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB48169|s__GGB48169_SGB66172|t__SGB66172	2|1239|186801|186802||||
k__Bacteria|p__Firmicutes|c__CFGB76405|o__OFGB76405|f__FGB76405|g__GGB28391|s__GGB28391_SGB40971|t__SGB40971	k__Bacteria|p__Firmicutes|c__CFGB2873|o__OFGB2873|f__FGB2873|g__GGB28391|s__GGB28391_SGB40971|t__SGB40971	2|1239||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB20337|t__SGB20337	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__GGB13134|s__GGB13134_SGB20337|t__SGB20337	2|201174|1760|85004|31953|||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB2091|t__SGB2091	k__Bacteria|p__Bacteroidetes|c__CFGB4425|o__OFGB4425|f__FGB4425|g__GGB1511|s__GGB1511_SGB2091|t__SGB2091	2|976||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB1898|t__SGB1898	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_SGB1898|t__SGB1898	2|976|200643|171549|815|909656||
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB71647|s__GGB71647_SGB98404|t__SGB98404	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB71647|s__GGB71647_SGB98404|t__SGB98404	2|201174|84998|1643822|1643826|||
k__Bacteria|p__Firmicutes|c__CFGB34287|o__OFGB34287|f__FGB34287|g__GGB34287|s__GGB34287_SGB47535|t__SGB47535	k__Bacteria|p__Bacteria_unclassified|c__CFGB34287|o__OFGB34287|f__FGB34287|g__GGB34287|s__GGB34287_SGB47535|t__SGB47535	2|||||||
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__GGB10318|s__GGB10318_SGB69238|t__SGB69238	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_SGB69238|t__SGB69238	2|201174|1760|85006|1268|57493||
k__Bacteria|p__Firmicutes|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB42333|s__GGB42333_SGB59501|t__SGB59501	k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB42333|s__GGB42333_SGB59501|t__SGB59501	2|1239||||||
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB28437|s__GGB28437_SGB41020|t__SGB41020	k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28437|s__GGB28437_SGB41020|t__SGB41020	2|1239||||||
